S No ,Medicine name,Salt Code,Salt name,Product ID,Product ID to be shown as Alternative,Note if same,Image link,Brand,MRP,Selling price,Discount,MRP of cheapest ,Savings ,Cheapest,Buy now button URL,Prescription required,Top Selling,Category,Sub Category,Packaging,Description,Storage,Side Effects,Precautions,Brand Code,Manufacturer address,Marketed by,Intro,Uses,Directions,Conten 4,Conten 5,Conten 6
100288,Abiratas 250 MG Tablet 120,20,ABIRATERONE ACETATE (250 MG),A100288,A100191,,,Intas Pharmaceuticals Ltd,30193,24154.4,20%,7980,74%,No,Hi. Look Abiratas 250 MG Tablet 120 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,653,"Corporate House, Near Sola Bridge, S. G. Highway, Thaltej, Ahmedabad 3854, Gujarat, India",Intas Pharmaceuticals Ltd,,,,d,e,f
168151,Zytiprost Tablet 30,20,ABIRATERONE ACETATE (250 MG),A168151,A100191,,,Alkem Laboratories Ltd.,34285.71,27428.57,20%,7980,77%,No,Hi. Look Zytiprost Tablet 30 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,99,,Alkem Laboratories Ltd.,,,,d,e,f
100378,Abritiga 250 MG Tablet 120,20,ABIRATERONE ACETATE (250 MG),A100378,A100191,,,Zee Laboratories Ltd,35000,28000,20%,7980,77%,No,Hi. Look Abritiga 250 MG Tablet 120 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,1285,,Zee Laboratories Ltd,,,,d,e,f
117908,Celbira 250 MG Tablet 120,20,ABIRATERONE ACETATE (250 MG),A117908,A100191,,,Celon Labs,36000,28800,20%,7980,78%,No,Hi. Look Celbira 250 MG Tablet 120 is available at 20% discount on DavaDekho.com,Yes,Yes,NA,NA,4 units in a pack,,,,,366,"Plot No. 264, Patrika Nagar, HITEC City, Madhapur, Telangana 581",Celon Labs,,,,d,e,f
100411,Abstet 250 MG Tablet 60,20,ABIRATERONE ACETATE (250 MG),A100411,A100191,,,Biocon Ltd,39285.6,31428.48,20%,7980,80%,No,Hi. Look Abstet 250 MG Tablet 60 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,285,,Biocon Ltd,,,,d,e,f
106917,Arbitus 250 MG Tablet 120,20,ABIRATERONE ACETATE (250 MG),A106917,A100191,,,Dr. Reddys Laboratories Ltd,39500,31600,20%,7980,80%,No,Hi. Look Arbitus 250 MG Tablet 120 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,462,,Dr. Reddys Laboratories Ltd,,,,d,e,f
100409,Abstet 250 MG Tablet 120,20,ABIRATERONE ACETATE (250 MG),A100409,A100191,,,Biocon Ltd,40000,32000,20%,7980,80%,No,Hi. Look Abstet 250 MG Tablet 120 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,285,"2th K.M. Hosur Road, Electronics City, , Bengaluru, Karnataka, 561",Biocon Ltd,,,,d,e,f
100190,Abatitor 250 MG Tablet 120,20,ABIRATERONE ACETATE (250 MG),A100190,A100191,,,Torrent Pharmaceuticals Ltd.,43949,35159.2,20%,7980,82%,No,Hi. Look Abatitor 250 MG Tablet 120 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,119,,Torrent Pharmaceuticals Ltd.,,,,d,e,f
109199,Avirat 250 MG Tablet 120,20,ABIRATERONE ACETATE (250 MG),A109199,A100191,,,Aureate Healthcare Pvt.ltd,48750,39000,20%,7980,84%,No,Hi. Look Avirat 250 MG Tablet 120 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,213,"S-4, Janta Market, Rajouri Garden, New Delhi, Delhi 1127",Aureate Healthcare Pvt.ltd,,,,d,e,f
103920,Alkeprost 250 MG Tablet 120,20,ABIRATERONE ACETATE (250 MG),A103920,A100191,,,Alkem Laboratories Ltd.,49500,39600,20%,7980,84%,No,Hi. Look Alkeprost 250 MG Tablet 120 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,99,,Alkem Laboratories Ltd.,,,,d,e,f
100377,Abretone 250 MG Tablet 60,20,ABIRATERONE ACETATE (250 MG),A100377,A100191,,,Cadila Pharmaceuticals Ltd,49524.3,39619.44,20%,7980,84%,No,Hi. Look Abretone 250 MG Tablet 60 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,342,"5V74+4P2, Jay Prakash Nagar, Goregaon, Mumbai, Maharashtra 463",Cadila Pharmaceuticals Ltd,,,,d,e,f
167921,Zybirra 250 MG Tablet 120,20,ABIRATERONE ACETATE (250 MG),A167921,A100191,,,Zydus Cadila,80952.4,64761.92,20%,7980,90%,No,Hi. Look Zybirra 250 MG Tablet 120 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,139,,Zydus Cadila,,,,d,e,f
100297,Abitate 250 MG Injection 1,20,ABIRATERONE ACETATE (250 MG),A100297,A100191,,,Rpg Life Sciences Ltd.,95000,76000,20%,7980,92%,No,Hi. Look Abitate 250 MG Injection 1 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,138,,Rpg Life Sciences Ltd.,,,,d,e,f
168150,Zytiga 250 MG Tablet 120,20,ABIRATERONE ACETATE (250 MG),A168150,A100191,,,Janssen,150000,120000,20%,7980,95%,No,Hi. Look Zytiga 250 MG Tablet 120 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,665,"Higi House, LAL Bahadur Shastri Marg, Mulund (West), Mulund West, Mumbai - 48, Near Johnson & Johnson",Janssen,,,,d,e,f
100429,Abura 500 MG Tablet 60,21,ABIRATERONE ACETATE (500 MG),A100429,A100429,This is already the recommended alternative,https://url.mcro.site/cache/plugins/filepreviewer/6425/63340c09350d6e8102232d584b2ee8c23a61b6dadae1bee4bbf2d590015c2be2/280x280_middle.jpg,Msn Laboratories Ltd,18700,14960,20%,14960,20%,Yes,Hi. Look Abura 500 MG Tablet 60 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,852,,Msn Laboratories Ltd,,,,d,e,f
111481,Bdron 500 MG Tablet 60,21,ABIRATERONE ACETATE (500 MG),A111481,A100429,,,Bdr Pharmaceuticals Internationals Pvt. Ltd,21600,17280,20%,14960,31%,No,Hi. Look Bdron 500 MG Tablet 60 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,258,,Bdr Pharmaceuticals Internationals Pvt. Ltd,,,,d,e,f
166022,Xbira 500 MG Tablet 60,21,ABIRATERONE ACETATE (500 MG),A166022,A100429,,,Cipla Ltd.,20000,18000,10%,14960,25%,No,Hi. Look Xbira 500 MG Tablet 60 is available at 10% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,384,"Cipla House, Peninsula Business Park, Ganpatrao Kadam Marg, Lower Parel, Mumbai-413",Cipla Ltd.,,,,d,e,f
166494,Zabpro 500 MG Tablet 60,21,ABIRATERONE ACETATE (500 MG),A166494,A100429,,,Ipca Laboratories Pvt Ltd.,24000,19200,20%,14960,38%,No,Hi. Look Zabpro 500 MG Tablet 60 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,661,,Ipca Laboratories Pvt Ltd.,,,,d,e,f
100287,Abirapro 500 MG Tablet 60,21,ABIRATERONE ACETATE (500 MG),A100287,A100429,,,Glenmark Pharmaceuticals Ltd.,25000,20000,20%,14960,40%,No,Hi. Look Abirapro 500 MG Tablet 60 is available at 20% discount on DavaDekho.com,Yes,Yes,NA,NA,4 units in a pack,,,,,571,,Glenmark Pharmaceuticals Ltd.,,,,d,e,f
100280,Abione 500 MG Tablet 60,21,ABIRATERONE ACETATE (500 MG),A100280,A100429,,,Intas Pharmaceuticals Ltd,27700,22160,20%,14960,46%,No,Hi. Look Abione 500 MG Tablet 60 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,653,,Intas Pharmaceuticals Ltd,,,,d,e,f
166668,Zecyte 500 MG Tablet 60,21,ABIRATERONE ACETATE (500 MG),A166668,A100429,,,Cipla Ltd.,29500,23600,20%,14960,49%,No,Hi. Look Zecyte 500 MG Tablet 60 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,384,,Cipla Ltd.,,,,d,e,f
102923,Ahabir 500 MG Tablet 60,21,ABIRATERONE ACETATE (500 MG),A102923,A100429,,,Hetero Drugs Ltd,30000,24000,20%,14960,50%,No,Hi. Look Ahabir 500 MG Tablet 60 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,611,"7-2-A2, Hetero Corporate, Industrial Estates, Sanath Nagar, Hyderabad – 5 18. Telangana, INDIA",Hetero Drugs Ltd,,,,d,e,f
100290,Abiratas 500 MG Tablet 60,21,ABIRATERONE ACETATE (500 MG),A100290,A100429,,,Intas Pharmaceuticals Ltd,30193,24154.4,20%,14960,50%,No,Hi. Look Abiratas 500 MG Tablet 60 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,653,,Intas Pharmaceuticals Ltd,,,,d,e,f
126778,Dynapar Qps 4 % Solution 15 ML,22,ABSOLUTE ALCOHOL (10 %) + DICLOFENAC (4 %),A126778,A126778,This is already the recommended alternative,https://url.mcro.site/cache/plugins/filepreviewer/12008/996ac1ec95f9050f802436fb0e39d9cb3be0a7152d61cc18d8ea92e158f30c65/280x280_middle.jpg,Troikaa Pharmaceuticals Ltd,184.8,147.84,20%,147.84,20%,Yes,Hi. Look Dynapar Qps 4 % Solution 15 ML is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,122,,Troikaa Pharmaceuticals Ltd,,,,d,e,f
148156,Omnigel Spray 25 GM,23,ABSOLUTE ALCOHOL (10 %) + DICLOFENAC DIETHYLAMINE (2.32 %) + MENTHOL (5 %) + METHYL SALICYLATE (10 %),A148156,A148156,This is already the recommended alternative,https://url.mcro.site/cache/plugins/filepreviewer/20279/b91155b1af99dc1e87a57f7db75b92e8cf2ed3cc8c1875a6d7633cc4a84ff305/280x280_middle.jpg,Cipla Ltd.,108.9,67.75,38%,67.75,38%,Yes,Hi. Look Omnigel Spray 25 GM is available at 38% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,384,"Cipla House, Peninsula Business Park, Ganpatrao Kadam Marg, Lower Parel, Mumbai-413",Cipla Ltd.,,,,d,e,f
125044,Dfo 4x Solution 30 ML,24,ABSOLUTE ALCOHOL (10 %) + DICLOFENAC SODIUM (4 %),A125044,A125044,This is already the recommended alternative,,Ozone Pharmaceuticals,235,188,20%,188,20%,Yes,Hi. Look Dfo 4x Solution 30 ML is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,923,,Ozone Pharmaceuticals,,,,d,e,f
144499,Nanofast 4x Solution 30 ML,24,ABSOLUTE ALCOHOL (10 %) + DICLOFENAC SODIUM (4 %),A144499,A125044,,https://url.mcro.site/cache/plugins/filepreviewer/18881/4de7adeaae063fe346885eeb2805e07bec6d4d4786d8271061fa38c7deb634ce/280x280_middle.jpg,Pharmed Ltd,283,226.4,20%,188,34%,No,Hi. Look Nanofast 4x Solution 30 ML is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,953,,Pharmed Ltd,,,,d,e,f
165273,Volitra Aps 4 % Solution 30 ML,24,ABSOLUTE ALCOHOL (10 %) + DICLOFENAC SODIUM (4 %),A165273,A125044,,https://url.mcro.site/cache/plugins/filepreviewer/26910/a148a22792718578fad7a0a5f4aa51ff1e1cc903ac4c0f8acdfeecbf1842c7dd/280x280_middle.jpg,Ranbaxy Laboratories Ltd,317,253.6,20%,188,41%,No,Hi. Look Volitra Aps 4 % Solution 30 ML is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,992,,Ranbaxy Laboratories Ltd,,,,d,e,f
125317,Diclotroy Qps 4 % Solution 30 ML,24,ABSOLUTE ALCOHOL (10 %) + DICLOFENAC SODIUM (4 %),A125317,A125044,,https://url.mcro.site/cache/plugins/filepreviewer/11525/ec24029c67cb569101f77ef940d9b9a52b6a7b3f91a781b2786dcf8015c8ac0d/280x280_middle.jpg,Troikaa Pharmaceuticals Ltd,328.9,263.12,20%,188,43%,No,Hi. Look Diclotroy Qps 4 % Solution 30 ML is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,122,,Troikaa Pharmaceuticals Ltd,,,,d,e,f
115032,Calquence 100 MG Capsule 12,25,ACALABRUTINIB (100 MG),A115032,A115032,This is already the recommended alternative,,Astrazeneca Pharma India Ltd,181765,145412,20%,145412,20%,Yes,Hi. Look Calquence 100 MG Capsule 12 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,21,"Block N1, 12th Floor, Manyata Embassy Business Park, Rachenahalli, Outer Ring Road Bangalore India 5645",Astrazeneca Pharma India Ltd,,,,d,e,f
100469,Acampure 333 MG Tablet 6,26,ACAMPROSATE (333 MG),A100469,A100469,This is already the recommended alternative,https://url.mcro.site/cache/plugins/filepreviewer/6436/a1bcf67cd9fcb17550c5b10def7e3a98d9e64c3aa31d2f1c0696db48085cb3ef/280x280_middle.jpg,Steris Healthcare,93,46.38,50%,46.38,50%,Yes,Hi. Look Acampure 333 MG Tablet 6 is available at 50% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,1127,,Steris Healthcare,,,,d,e,f
101527,Acmacal Tablet 10,26,ACAMPROSATE (333 MG),A101527,A100469,,,Psycormedies,99.21,79.37,20%,46.38,53%,No,Hi. Look Acmacal Tablet 10 is available at 20% discount on DavaDekho.com,Yes,Yes,NA,NA,4 units in a pack,,,,,982,"Latton Dana, Ludhiana – Chandigarh Highway, Ludhiana – 141 113 ( Pb.) India",Psycormedies,,,,d,e,f
100468,Acamptas 333 MG Tablet 6,26,ACAMPROSATE (333 MG),A100468,A100469,,https://url.mcro.site/cache/plugins/filepreviewer/6435/1f21703fe26f98688b6e9c9cc4100fb019c7dc45e8b23431cfaa5ecaec30b724/280x280_middle.jpg,Intas Pharmaceuticals Ltd,106.5,85.2,20%,46.38,56%,No,Hi. Look Acamptas 333 MG Tablet 6 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,"How Acamptas 333 MG Tablet 6 Works
 
Acamptas Tablet contains Acamprosate that is thought to regulate the chemical equilibrium in the brain by inhibiting glutaminergic N-methyl-D-aspartate receptors and activating gamma-aminobutyric acid type A receptors",,"Side effects of Acamptas 333 MG Tablet 6
 
The majority of side effects are minor and will go away as your body adjusts to 3-Acamptas Tablet. If they don't go away or you're concerned about them, see your doctor.
Adverse effects of Acamptas Tablet
Diarrhea,
Abdominal pain,
Nausea,
Vomiting,
Decreased libido,
Itching,
Flatulence,
Impotence",,653,"Corporate House, Near Sola Bridge, S. G. Highway, Thaltej, Ahmedabad 3854, Gujarat, India",Intas Pharmaceuticals Ltd,"About Acamptas 333 MG Tablet 6
 
Acamptas Tablet helps people who have entirely stopped drinking alcohol to stop cravings. This drug, on the other hand, does not treat or prevent the adverse effects of alcohol misuse.
Acamptas Tablet should be consumed after food. It is only effective if you have entirely abstained from alcohol consumption. If you forget to take a dose, do so as soon as possible. Do not miss any doses and complete the entire treatment duration. This drug should not be abruptly stopped without first seeing your doctor.","Uses of Acamptas 333 MG Tablet 6
 
Acamptas Tablet is used in Treatment of Alcohol addiction","Directions to use Acamptas 333 MG Tablet 6
 
Follow your doctor's instructions on the dosage and duration of Acamptas Tablet. Take it all in at once. It should not be chewed, crushed, or broken. Acamptas Tablet should be consumed after food.",d,e,f
100467,Acampcon 333 MG Tablet 10,26,ACAMPROSATE (333 MG),A100467,A100469,,,Consern Pharma Limited,137,109.6,20%,46.38,66%,No,Hi. Look Acampcon 333 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,45,,Consern Pharma Limited,,,,d,e,f
100476,Acarex 25 MG Tablet 10,27,ACARBOSE (25 MG),A100476,A100476,This is already the recommended alternative,,Invision Medi Sciences,47.25,37.8,20%,37.8,20%,Yes,Hi. Look Acarex 25 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,66,,Invision Medi Sciences,,,,d,e,f
153497,Recarb 25 MG Tablet 10,27,ACARBOSE (25 MG),A153497,A100476,,,Bal Pharma,51,40.8,20%,37.8,26%,No,Hi. Look Recarb 25 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,248,,Bal Pharma,,,,d,e,f
100473,Acarboz 25 Tablet 10,27,ACARBOSE (25 MG),A100473,A100476,,,Knoll Healthcare Pvt. Ltd.,86,42.9,50%,37.8,56%,No,Hi. Look Acarboz 25 Tablet 10 is available at 50% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,73,,Knoll Healthcare Pvt. Ltd.,,,,d,e,f
100472,Acarb 25 MG Tablet 10,27,ACARBOSE (25 MG),A100472,A100476,,,Orchid Chemicals & Pharmaceuticals Ltd,54.5,43.6,20%,37.8,31%,No,Hi. Look Acarb 25 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,99,"Orchid Pharma Ltd, 'Orchid Towers', #313, Valluvar Kottam High Road, Nungambakkam, Chennai - 6 34, Tamil Nadu, India",Orchid Chemicals & Pharmaceuticals Ltd,,,,d,e,f
153481,Rebose 25 MG Tablet 10,27,ACARBOSE (25 MG),A153481,A100476,,,Sun Pharma Laboratories Ltd.,57,45.6,20%,37.8,34%,No,Hi. Look Rebose 25 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,1136,,Sun Pharma Laboratories Ltd.,,,,d,e,f
100475,Acardase 25 MG Tablet 10,27,ACARBOSE (25 MG),A100475,A100476,,,East West Pharma,64.1,51.28,20%,37.8,41%,No,Hi. Look Acardase 25 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,473,,East West Pharma,,,,d,e,f
125083,Diabose 25 MG Tablet 10,27,ACARBOSE (25 MG),A125083,A100476,,,Micro Labs Ltd,68.5,54.8,20%,37.8,45%,No,Hi. Look Diabose 25 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,83,,Micro Labs Ltd,,,,d,e,f
100478,Acarsafe 25 MG Tablet 10,27,ACARBOSE (25 MG),A100478,A100476,,https://url.mcro.site/cache/plugins/filepreviewer/6439/ac4e5e6fb67304d3ae069da268026a870dc8b6cd6448c0062b02cbfde5f5bc24/280x280_middle.jpg,Zydus Healthcare Ltd,126,62.9,50%,37.8,70%,No,Hi. Look Acarsafe 25 MG Tablet 10 is available at 50% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,"How Acarsafe 25 MG Tablet 1 Works
 
Anti-diabetic medicine Acarsafe 25mg Tablet. It blocks the enzymes in the intestine that break down complex sugars into simple sugars like glucose. This keeps blood glucose levels from increasing right should be consumed after a meal.",,"Side effects of Acarsafe 25 MG Tablet 1
 
The majority of side effects are minor and will go away as your body adjusts to the medicine. If they don't go away or you're worried about them, see your doctor.
Adverse effects of  Acarsafe  tablet 
Flatulence
Abdominal pain
Diarrhe",,1311,"Zydus Tower, Satellite Cross Roads, Sarkhej - Gandhinagar Highway, Ahmedabad Ahmedabad GJ 3815 IN",Zydus Healthcare Ltd,"About Acarsafe 25 MG Tablet 1
 
Acarsafe 25mg Tablet is a medicine that is used to treat type 2 diabetes. It aids in the reduction of blood sugar levels following a meal. it is part of a class of drugs called as alpha-glucosidase inhibitors. This medicine is frequently used in conjunction with other diabetes medicines.
Acarsafe 25mg Tablet should be taken 3 minutes before or after a meal. Your doctor will determine the dose and frequency of administration so that you get the proper quantity to control your blood sugar levels. It could be progressively raised. Do not stop taking it without first visiting a physician. If you do, your blood sugar levels may rise, putting you at risk for significant consequences such as kidney damage and blindness.","Uses of Acarsafe 25 MG Tablet 1
 
Acarsafe Tablet is used in Treatment  of Type 2 diabetes mellitus","Directions to use Acarsafe 25 MG Tablet 1
 
Follow your doctor's instructions on the dosage and duration of this medicine. Take it all in at once. It should not be chewed, crushed, or broken.  Acarsafe 25mg Tablet  should be consumed after a meal.",d,e,f
132881,Glucobay 25 MG Tablet 10,27,ACARBOSE (25 MG),A132881,A100476,,https://url.mcro.site/cache/plugins/filepreviewer/13313/3413b39bdcfb41fc1e545afdf6963aa3b2cb73a049b8307c75d6cebf821224d8/280x280_middle.jpg,Bayer Zydus Pharma Private Limited,94,75.2,20%,37.8,60%,No,Hi. Look Glucobay 25 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,257,,Bayer Zydus Pharma Private Limited,,,,d,e,f
100477,Acarjohn M 25/500 MG Tablet 10,28,ACARBOSE (25 MG) + METFORMIN (500 MG),A100477,A100477,This is already the recommended alternative,https://url.mcro.site/cache/plugins/filepreviewer/6438/1f1a83d71074fb7e2284615e642b3543bcd511b5d1a4313bff2bcaccdbf00f47/280x280_middle.jpg,John Lee,102,50.9,50%,50.9,50%,Yes,Hi. Look Acarjohn M 25/500 MG Tablet 10 is available at 50% discount on DavaDekho.com,Yes,Yes,NA,NA,4 units in a pack,,,,,673,"Om Shanti Co-Operative Hsg. Society,Shop No-6, 2nd Floor, 44,, 42, Babu Genu Road, Kalbadevi, Mumbai, Maharashtra 42",John Lee,,,,d,e,f
125698,Disorb M 25/500 MG Tablet 10,28,ACARBOSE (25 MG) + METFORMIN (500 MG),A125698,A100477,,,Elder Prroject Limited,132,65.9,50%,50.9,61%,No,Hi. Look Disorb M 25/500 MG Tablet 10 is available at 50% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,485,,Elder Prroject Limited,,,,d,e,f
132883,Glucobay M 25/500 MG Tablet 10,28,ACARBOSE (25 MG) + METFORMIN (500 MG),A132883,A100477,,https://url.mcro.site/cache/plugins/filepreviewer/13316/4457729eace94744e48628e4e715ce7a1159461121dd0b4ecdc96c75d66666b0/280x280_middle.jpg,Bayer Zydus Pharma Private Limited,110,88,20%,50.9,54%,No,Hi. Look Glucobay M 25/500 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,257,,Bayer Zydus Pharma Private Limited,,,,d,e,f
132884,Glucobay M 30/500 MG Tablet 10,29,ACARBOSE (30 MG) + METFORMIN (500 MG),A132884,A132884,This is already the recommended alternative,,Bayer Zydus Pharma Private Limited,113.33,90.66,20%,90.66,20%,Yes,Hi. Look Glucobay M 30/500 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,257,,Bayer Zydus Pharma Private Limited,,,,d,e,f
100480,Acarwin 50 MG Tablet 10,30,ACARBOSE (50 MG),A100480,A100480,This is already the recommended alternative,,Intra Labs,85,68,20%,68,20%,Yes,Hi. Look Acarwin 50 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,658,,Intra Labs,,,,d,e,f
100474,Acarboz 50 Tablet 10,30,ACARBOSE (50 MG),A100474,A100480,,https://url.mcro.site/cache/plugins/filepreviewer/6437/e4e7a497461d0bfc073924a338c333b339657de837a49d17e60c808a90c01ba2/280x280_middle.jpg,Knoll Healthcare Pvt. Ltd.,141.5,70.6,50%,68,52%,No,Hi. Look Acarboz 50 Tablet 10 is available at 50% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,"How Acarboz 5 Tablet 1 Works
 
Acarboz 5mg Tablet blocks the enzymes in the intestine that break down complex sugars into simple sugars like glucose. This keeps blood glucose levels from increasing right after a meal.",,"Side effects of Acarboz 5 Tablet 1
 
The majority of side effects are minor and will go away as your body adjusts to the medicine. If they don't go away or you're concerned about them, see your doctor.
Adverse effects of Acarboz Tablet
Flatulence
Abdominal pain
Diarrhe",,73,"M17, Pharma Tower,, Phase-1, Badli Industrial Area,, Badli, Delhi, 1142",Knoll Healthcare Pvt. Ltd.,"About Acarboz 5 Tablet 1
 
Acarboz 5mg Tablet is used to treat type 2 diabetes. It aids in the reduction of blood sugar levels following a meal. It is part of a class of drugs called as alpha-glucosidase inhibitors. This medicine is frequently used in conjunction with other diabetes medicines.
Acarboz 5mg Tablet should be consumed 3 minutes before or after a meal. Your doctor will determine the dose and frequency of administration so that you get the proper quantity to control your blood sugar levels. It could be progressively raised. Do not stop taking it without first visiting a physician. If you do, your blood sugar levels may rise, putting you at risk for significant consequences such as kidney damage and blindness.","Uses of Acarboz 5 Tablet 1
 
Acarboz Tablet is used in Treatment of Type 2 diabetes mellitus","Directions to use Acarboz 5 Tablet 1
 
Follow your doctor's instructions on the dosage and duration of this medicine. Take it all in at once. It should not be chewed, crushed, or broken. Acarboz 5mg Tablet should be consumed after food.",d,e,f
